Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A3484,Data Analytics Course,168,5384,235.64,28,3,1.79,1498.65,16-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2100,Data Analytics Course,89,4319,198.79,23,10,11.24,1980.0,16-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1609,Data Analytics Course,104,3409,207.63,19,4,3.85,1195.0,16-Nov-24,Hyderabad,Mobile,Analyticss For Data
A3081,Data Analytics Course,167,4059,209.18,17,4,2.4,1742.0,16-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A1612,Data Analytics Course,193,4860,181.27,14,5,2.59,1498.65,16-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2117,Data Analytics Course,139,4833,193.96,23,9,6.47,1987.0,16-Nov-24,Hyderabad,Mobile,Online Data Analytics
A3494,Data Analytics Course,83,4693,188.45,24,6,7.23,1539.0,16-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1634,Data Analytics Course,131,5642,184.57,20,9,6.87,1827.0,16-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A1226,Data Analytics Course,91,4290,213.74,20,10,10.99,1797.0,16-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1382,Data Analytics Course,195,3738,202.08,18,7,3.59,1647.0,16-Nov-24,Hyderabad,Tablet,Online Data Analytics
A3179,Data Analytics Course,155,3234,204.47,12,4,2.58,1401.0,16-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1209,Data Analytics Course,130,3327,224.83,13,3,2.31,1668.0,16-Nov-24,Hyderabad,Mobile,Online Data Analytics
A3504,Data Analytics Course,97,3754,180.42,24,10,10.31,1011.0,16-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1194,Data Analytics Course,140,3571,238.12,21,9,6.43,1762.0,16-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1569,Data Analytics Course,148,3883,181.4,30,4,2.7,1966.0,16-Nov-24,Hyderabad,Desktop,Analyticss For Data
A1192,Data Analytics Course,157,5825,230.6,16,3,1.91,1041.0,16-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A3101,Data Analytics Course,173,5270,233.33,11,7,4.05,1783.0,16-Nov-24,Hyderabad,Desktop,Analyticss For Data
A1923,Data Analytics Course,139,5308,234.1,27,8,5.76,1150.0,16-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1772,Data Analytics Course,103,5244,205.9,22,7,6.8,1954.0,16-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1971,Data Analytics Course,143,5317,236.37,10,3,2.1,1861.0,16-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A3136,Data Analytics Course,108,3126,248.94,12,3,2.78,1942.0,16-Nov-24,Hyderabad,Tablet,Analyticss For Data
A3147,Data Analytics Course,108,3358,184.1,28,4,3.7,1888.0,16-Nov-24,Hyderabad,Desktop,Analyticss For Data
A3426,Data Analytics Course,163,4794,204.35,26,3,1.84,1978.0,16-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A1410,Data Analytics Course,95,5971,214.57,29,10,10.53,1539.0,16-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1957,Data Analytics Course,162,3337,200.94,11,9,5.56,1820.0,16-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2034,Data Analytics Course,94,5437,190.49,16,6,6.38,1234.0,16-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A1431,Data Analytics Course,127,5198,242.56,26,6,4.72,1872.0,16-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A1445,Data Analytics Course,91,5104,211.85,29,9,9.89,1309.0,16-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2054,Data Analytics Course,133,5945,223.43,16,6,4.51,1329.0,16-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A1475,Data Analytics Course,117,5863,224.69,24,10,8.55,1580.0,16-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A1937,Data Analytics Course,132,5428,180.73,10,7,5.3,1732.0,16-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A1478,Data Analytics Course,103,5667,232.48,26,8,7.77,1888.0,16-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A3158,Data Analytics Course,180,3526,215.09062325209752,15,7,3.89,1336.0,16-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1533,Data Analytics Course,113,5407,203.23,15,9,7.96,1745.0,16-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A3271,Data Analytics Course,141,5612,224.45,19,5,3.55,1150.0,16-Nov-24,Hyderabad,Mobile,Online Data Analytics
A3144,Data Analytics Course,139,3385,208.31,25,10,7.19,1972.0,16-Nov-24,Hyderabad,Mobile,Analyticss For Data
A3513,Data Analytics Course,193,3978,231.8,20,3,1.55,1126.0,16-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1788,Data Analytics Course,160,4154,230.16,15,6,3.75,1667.0,16-Nov-24,Hyderabad,Mobile,Online Data Analytics
A3509,Data Analytics Course,139,3003,210.63,16,10,7.19,1756.0,16-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A3561,Data Analytics Course,144,3509,193.65,28,3,2.08,1361.0,16-Nov-24,Hyderabad,Tablet,Analyticss For Data
A2244,Data Analytics Course,160,5645,195.42,25,6,3.75,1600.0,16-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A1060,Data Analytics Course,166,5223,189.76,18,7,4.22,1219.0,16-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1118,Data Analytics Course,172,3889,215.09062325209752,21,10,5.81,1766.0,16-Nov-24,Hyderabad,Tablet,Online Data Analytics
A3213,Data Analytics Course,130,4109,207.1,19,6,4.62,1521.0,16-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1069,Data Analytics Course,124,4942,240.59,18,3,2.42,1922.0,16-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1057,Data Analytics Course,194,5655,208.58,13,6,3.09,1692.0,16-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1038,Data Analytics Course,90,5786,197.55,11,6,6.67,1704.0,16-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1754,Data Analytics Course,90,5859,187.29,17,5,5.56,1375.0,16-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2191,Data Analytics Course,102,5683,188.73,28,8,7.84,1623.0,16-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1685,Data Analytics Course,177,5738,249.21,11,7,3.95,1435.0,16-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1141,Data Analytics Course,139,4259,182.98,10,10,7.19,1048.0,16-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1002,Data Analytics Course,90,4544,203.66,26,9,10.0,1624.0,16-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A3199,Data Analytics Course,89,5676,183.58,14,7,7.87,1254.0,16-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A1005,Data Analytics Course,195,3776,243.57,10,8,4.1,1315.0,16-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2246,Data Analytics Course,128,5010,202.34,26,7,5.47,1498.65,16-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A2195,Data Analytics Course,178,3461,238.96,16,5,2.81,1321.0,16-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A3233,Data Analytics Course,178,3708,192.77,20,10,5.62,1292.0,16-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2440,Data Analytics Course,112,3961,214.45,13,7,6.25,1594.0,17-Nov-24,Hyderabad,Desktop,Analyticss For Data
A3377,Data Analytics Course,192,4969,234.27,30,5,2.6,1627.0,17-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2581,Data Analytics Course,198,4726,185.13,14,7,3.54,1580.0,17-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A1446,Data Analytics Course,145,4523,236.03,24,8,5.52,1220.0,17-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2593,Data Analytics Course,82,3556,215.09062325209752,16,5,6.1,1331.0,17-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A3400,Data Analytics Course,116,4252,180.05,18,8,6.9,1568.0,17-Nov-24,Hyderabad,Desktop,Online Data Analytics
A1394,Data Analytics Course,166,5730,241.3,16,5,3.01,1498.65,17-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2455,Data Analytics Course,167,3296,246.85,29,8,4.79,1723.0,17-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1406,Data Analytics Course,107,5536,238.75,15,3,2.8,1822.0,17-Nov-24,Hyderabad,Mobile,Analyticss For Data
A3149,Data Analytics Course,121,4477,224.77,28,10,8.26,1604.0,17-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2988,Data Analytics Course,82,4922,234.82,27,10,12.2,1556.0,17-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A3223,Data Analytics Course,154,5138,194.15,17,7,4.55,1295.0,17-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2868,Data Analytics Course,149,3055,228.17,18,7,4.7,1382.0,17-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1531,Data Analytics Course,84,5711,216.02,13,6,7.14,1654.0,17-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1922,Data Analytics Course,90,5596,188.04,12,4,4.44,1498.65,17-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1678,Data Analytics Course,139,5622,190.87,14,8,5.76,1400.0,17-Nov-24,Hyderabad,Mobile,Analyticss For Data
A3184,Data Analytics Course,151,3656,199.96,26,7,4.64,1566.0,17-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2485,Data Analytics Course,139,5127,206.95,26,5,3.6,1902.0,17-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2502,Data Analytics Course,183,3920,235.79,20,7,3.83,1238.0,17-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1699,Data Analytics Course,170,5053,217.41,16,9,5.29,1497.0,17-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1700,Data Analytics Course,112,5093,228.8,23,7,6.25,1188.0,17-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2424,Data Analytics Course,155,4532,203.44,19,8,5.16,1709.0,17-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1820,Data Analytics Course,120,3235,220.67,11,4,3.33,1890.0,17-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A3206,Data Analytics Course,163,5052,234.73,24,6,3.68,1848.0,17-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2946,Data Analytics Course,124,4747,234.97,24,10,8.06,1498.65,17-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2529,Data Analytics Course,126,3263,237.54,20,9,7.14,1364.0,17-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2470,Data Analytics Course,118,3815,185.78,16,4,3.39,1093.0,17-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1729,Data Analytics Course,193,3800,199.76,27,9,4.66,1393.0,17-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2906,Data Analytics Course,128,3448,235.69,27,8,6.25,1373.0,17-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A1895,Data Analytics Course,184,5560,189.14,14,6,3.26,1250.0,17-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A1736,Data Analytics Course,117,4630,196.66,15,8,6.84,1361.0,17-Nov-24,Hyderabad,Desktop,Online Data Analytics
A3331,Data Analytics Course,197,5686,239.76,27,9,4.57,1462.0,17-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1543,Data Analytics Course,127,4625,207.62,17,3,2.36,1811.0,17-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A3218,Data Analytics Course,115,4857,195.05,29,9,7.83,1644.0,17-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1746,Data Analytics Course,186,5301,215.09062325209752,14,9,4.84,1230.0,17-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1719,Data Analytics Course,86,5663,231.79,19,10,11.63,1547.0,17-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1893,Data Analytics Course,159,3366,217.27,21,7,4.4,1515.0,17-Nov-24,Hyderabad,Tablet,Online Data Analytics
A1972,Data Analytics Course,84,3454,206.8,23,3,3.57,1573.0,17-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A3140,Data Analytics Course,82,4523,215.09062325209752,30,8,9.76,1511.0,17-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A3109,Data Analytics Course,139,3809,202.28,17,9,6.47,1031.0,17-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2657,Data Analytics Course,167,3438,235.2,10,7,4.19,1229.0,17-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1309,Data Analytics Course,164,5662,186.41,11,9,5.49,1020.0,17-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2196,Data Analytics Course,148,5080,191.92,12,6,4.05,1070.0,17-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2664,Data Analytics Course,171,5953,230.37,14,7,4.09,1436.0,17-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1142,Data Analytics Course,143,3628,215.09062325209752,18,9,6.29,1566.0,17-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1301,Data Analytics Course,113,5721,216.7,11,6,5.31,1743.0,17-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A3110,Data Analytics Course,83,3684,203.47,20,7,8.43,1805.0,17-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A3518,Data Analytics Course,125,3469,192.84,16,8,6.4,1259.0,17-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A1175,Data Analytics Course,159,5076,204.97,15,10,6.29,1638.0,17-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A3477,Data Analytics Course,112,3639,185.6,27,7,6.25,1517.0,17-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1268,Data Analytics Course,130,5688,212.05,21,5,3.85,1454.0,17-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1265,Data Analytics Course,114,5017,242.62,11,6,5.26,1303.0,17-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A3003,Data Analytics Course,150,5580,204.73,24,10,6.67,1498.65,17-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2110,Data Analytics Course,188,4447,234.18,14,8,4.26,1449.0,17-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2301,Data Analytics Course,94,4242,208.78,14,5,5.32,1122.0,17-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A3517,Data Analytics Course,189,4955,215.87,21,3,1.59,1238.0,17-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2654,Data Analytics Course,172,4128,215.09062325209752,12,7,4.07,1070.0,17-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A1318,Data Analytics Course,149,3410,181.12,20,4,2.68,1806.0,17-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A3016,Data Analytics Course,167,5675,222.56,15,4,2.4,1862.0,17-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1996,Data Analytics Course,198,4181,218.4,10,8,4.04,1298.0,17-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2757,Data Analytics Course,108,5663,213.85,20,9,8.33,1703.0,17-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1082,Data Analytics Course,149,3587,217.53,23,8,5.37,1498.65,17-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2801,Data Analytics Course,195,3372,225.57,10,9,4.62,1686.0,17-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1101,Data Analytics Course,148,3747,244.41,18,8,5.41,1092.0,17-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A2021,Data Analytics Course,156,5415,198.27,29,7,4.49,1918.0,17-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1352,Data Analytics Course,163,3917,209.01,10,3,1.84,1823.0,17-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A3502,Data Analytics Course,123,3343,190.66,14,5,4.07,1562.0,17-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2036,Data Analytics Course,113,5392,205.13,28,3,2.65,1208.0,17-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2217,Data Analytics Course,149,3323,197.76,23,4,2.68,1181.0,17-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A3529,Data Analytics Course,198,5736,227.53,14,9,4.55,1607.0,18-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1198,Data Analytics Course,141,3071,208.2,10,6,4.26,1647.0,18-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2795,Data Analytics Course,149,3584,199.9,21,8,5.37,1498.65,18-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A3285,Data Analytics Course,139,3854,234.73,10,3,2.16,1802.0,18-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A3507,Data Analytics Course,96,5538,188.79,28,6,6.25,1181.0,18-Nov-24,Hyderabad,Mobile,Online Data Analytics
A3278,Data Analytics Course,138,5863,201.19,30,10,7.25,1898.0,18-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2494,Data Analytics Course,139,5003,195.4,15,7,5.04,1273.0,18-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A3277,Data Analytics Course,93,3945,189.53,27,3,3.23,1560.0,18-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A3235,Data Analytics Course,147,3131,242.53,10,4,2.72,1231.0,18-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A1058,Data Analytics Course,144,5140,219.48,19,8,5.56,1054.0,18-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2760,Data Analytics Course,84,3911,206.06,13,7,8.33,1155.0,18-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A2733,Data Analytics Course,175,5484,186.91,14,3,1.71,1728.0,18-Nov-24,Hyderabad,Desktop,Analyticss For Data
A1191,Data Analytics Course,140,5638,208.02,22,5,3.57,1652.0,18-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A2503,Data Analytics Course,154,4603,214.0,20,3,1.95,1709.0,18-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2712,Data Analytics Course,143,4232,207.76,30,8,5.59,1644.0,18-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A1127,Data Analytics Course,161,5319,235.98,13,4,2.48,1423.0,18-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A3261,Data Analytics Course,165,3150,190.3,18,3,1.82,1129.0,18-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1726,Data Analytics Course,154,3461,235.36,18,4,2.6,1212.0,18-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2805,Data Analytics Course,186,5126,182.38,25,7,3.76,1856.0,18-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A1716,Data Analytics Course,110,3159,197.92,26,10,9.09,1608.0,18-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A3259,Data Analytics Course,107,4605,230.74,17,7,6.54,1590.0,18-Nov-24,Hyderabad,Tablet,Online Data Analytics
A3243,Data Analytics Course,136,4332,234.52,19,6,4.41,1162.0,18-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A3538,Data Analytics Course,189,3420,181.35,26,6,3.17,1692.0,18-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A2725,Data Analytics Course,162,3071,231.99,29,9,5.56,1603.0,18-Nov-24,Hyderabad,Tablet,Online Data Analytics
A3237,Data Analytics Course,92,5241,223.48,23,9,9.78,1050.0,18-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A3534,Data Analytics Course,172,3612,191.27,25,10,5.81,1243.0,18-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2525,Data Analytics Course,97,5764,246.15,30,7,7.22,1345.0,18-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1637,Data Analytics Course,151,5875,192.46,28,7,4.64,1459.0,18-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A1466,Data Analytics Course,147,3112,206.74,12,8,5.44,1815.0,18-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A1456,Data Analytics Course,160,5920,201.3,30,7,4.38,1080.0,18-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A3447,Data Analytics Course,187,3450,234.31,18,9,4.81,1609.0,18-Nov-24,Hyderabad,Tablet,Online Data Analytics
A2647,Data Analytics Course,130,4561,196.04,25,9,6.92,1388.0,18-Nov-24,Hyderabad,Desktop,Analyticss For Data
A3438,Data Analytics Course,182,5466,206.3,26,4,2.2,1816.0,18-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A3433,Data Analytics Course,89,5963,209.41,29,9,10.11,1066.0,18-Nov-24,Hyderabad,Desktop,Online Data Analytics
A3406,Data Analytics Course,92,4853,189.19,23,9,9.78,1189.0,18-Nov-24,Hyderabad,Desktop,Online Data Analytics
A3407,Data Analytics Course,100,5781,202.96,30,7,7.0,1132.0,18-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A2851,Data Analytics Course,120,3903,197.56,20,7,5.83,1255.0,18-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1365,Data Analytics Course,88,3396,193.79,19,5,5.68,1860.0,18-Nov-24,Hyderabad,Mobile,Online Data Analytics
A3429,Data Analytics Course,138,3961,247.45,13,3,2.17,1601.0,18-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A1368,Data Analytics Course,180,4297,200.04,24,5,2.78,1050.0,18-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A1408,Data Analytics Course,114,5217,247.94,11,10,8.77,1876.0,18-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1372,Data Analytics Course,118,4845,190.25,11,3,2.54,1446.0,18-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2626,Data Analytics Course,84,4263,234.62,29,9,10.71,1599.0,18-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A2617,Data Analytics Course,99,5938,183.49,30,3,3.03,1487.0,18-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A1376,Data Analytics Course,135,5096,230.32,14,4,2.96,1478.0,18-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1319,Data Analytics Course,93,3934,226.84,20,6,6.45,1964.0,18-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2504,Data Analytics Course,95,4938,204.5,12,6,6.32,1494.0,18-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A2845,Data Analytics Course,148,4881,213.23,14,4,2.7,1474.0,18-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A1483,Data Analytics Course,136,5724,218.37,25,10,7.35,1268.0,18-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2829,Data Analytics Course,94,5919,220.26,18,8,8.51,1486.0,18-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A2513,Data Analytics Course,140,5227,222.57,27,3,2.14,1527.0,18-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A3292,Data Analytics Course,139,3048,189.48,22,7,5.04,1740.0,18-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2914,Data Analytics Course,133,5487,243.45,22,7,5.26,1059.0,18-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1613,Data Analytics Course,109,4396,188.6,11,10,9.17,1451.0,18-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2621,Data Analytics Course,191,3337,231.0,29,6,3.14,1424.0,18-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1239,Data Analytics Course,147,5881,196.34,23,7,4.76,1614.0,18-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A2833,Data Analytics Course,114,5832,215.09062325209752,28,4,3.51,1566.0,18-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A3309,Data Analytics Course,141,5663,237.57,16,3,2.13,1269.0,18-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2901,Data Analytics Course,137,5049,180.58,26,3,2.19,1808.0,18-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A3312,Data Analytics Course,139,5123,231.93,18,9,6.47,1031.0,18-Nov-24,Hyderabad,Desktop,Analyticss For Data
A1583,Data Analytics Course,197,3009,233.44,22,9,4.57,1374.0,18-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1582,Data Analytics Course,178,4311,205.46,18,4,2.25,1671.0,18-Nov-24,Hyderabad,Tablet,Analyticss For Data
A3476,Data Analytics Course,114,3880,215.09062325209752,18,3,2.63,1217.0,18-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2551,Data Analytics Course,134,4172,191.8,26,5,3.73,1170.0,18-Nov-24,Hyderabad,Tablet,Online Data Analytics
A1307,Data Analytics Course,192,4339,245.57,24,8,4.17,1284.0,18-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1532,Data Analytics Course,151,3022,191.35,13,4,2.65,1133.0,18-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1480,Data Analytics Course,148,3632,214.46,28,10,6.76,1589.0,18-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A3228,Data Analytics Course,150,4351,203.7,26,8,5.33,1765.0,18-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A2252,Data Analytics Course,119,4610,222.7,18,3,2.52,1473.0,18-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A3145,Data Analytics Course,122,5600,223.06,12,3,2.46,1061.0,18-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A3182,Data Analytics Course,96,5070,210.63,27,10,10.42,1653.0,18-Nov-24,Hyderabad,Tablet,Online Data Analytics
A2405,Data Analytics Course,189,4809,225.32,27,10,5.29,1324.0,18-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1883,Data Analytics Course,122,5179,215.09062325209752,11,4,3.28,1507.0,18-Nov-24,Hyderabad,Tablet,Analyticss For Data
A2966,Data Analytics Course,141,3306,188.29,30,9,6.38,1561.0,18-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1890,Data Analytics Course,162,4396,183.96,18,4,2.47,1054.0,18-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2968,Data Analytics Course,152,4683,223.33,12,7,4.61,1697.0,18-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2393,Data Analytics Course,164,5334,203.91,18,6,3.66,1128.0,18-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A3173,Data Analytics Course,128,3861,232.11,30,10,7.81,1636.0,18-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2390,Data Analytics Course,125,5736,197.28,30,5,4.0,1265.0,18-Nov-24,Hyderabad,Mobile,Analyticss For Data
A3162,Data Analytics Course,127,4537,247.11,17,7,5.51,1451.0,18-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1918,Data Analytics Course,175,4850,186.25,28,10,5.71,1978.0,18-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2354,Data Analytics Course,118,4390,214.04,24,8,6.78,1071.0,18-Nov-24,Hyderabad,Tablet,Analyticss For Data
A3148,Data Analytics Course,147,3021,200.17,20,4,2.72,1718.0,18-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1977,Data Analytics Course,197,5866,217.81,28,7,3.55,1331.0,18-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1988,Data Analytics Course,178,4745,200.61,12,9,5.06,1574.0,18-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A3130,Data Analytics Course,147,4371,243.04,26,9,6.12,1776.0,18-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2063,Data Analytics Course,95,4050,234.79,20,5,5.26,1783.0,18-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2067,Data Analytics Course,187,4753,236.03,13,3,1.6,1906.0,18-Nov-24,Hyderabad,Desktop,Data Analyticss Online
